gene	symbol	category	lipo_annote	rpos_annote_caimano	rpos_annote_grassmann	rrp1_annote	rel_recov_annote	rel_starve_annote	rel_station_annote	unreg	baseMean	log2fc_12	padj_12	log2fc_13	padj_13	log2fc_1e	padj_1e	log2fc_23	padj_23	log2fc_3e	padj_3e
BB_F26	BB_F26	U	NA	NA	NA	NA	NA	up	up	FALSE	263.2899937	-0.026276665	0.898750222	0.365882309	0.108900021	1.619943066	3.21E-11	0.27569702	0.091477853	1.090777137	9.75E-06
BB_I20	BB_I20	U	NA	NA	NA	NA	NA	up	NA	FALSE	116.8020734	-0.026498282	0.898750222	0.584693539	0.020733251	2.000736561	2.03E-14	0.590103	0.019845235	1.228012621	2.81E-06
BB_0180	BB_0180	CM	NA	NA	NA	NA	NA	up	NA	FALSE	1748.412523	0.019650954	0.899452001	-0.093433281	0.446726094	0.266110196	0.010799168	-0.090490825	0.37422619	0.349745376	0.000684011
BB_P38	erpA	NA	S	NA	up-nymphs	up	NA	NA	NA	FALSE	604.003867	0.010249888	0.899452001	0.067114819	0.668843735	0.475903172	0.167915176	0.00994139	0.827249005	0.066085376	0.487609026
BB_M15	BB_M15	NA	NA	NA	NA	NA	NA	NA	NA	TRUE	167.9353788	-0.025702464	0.899452001	0.444140281	0.071330557	0.195850873	0.490754518	0.366003016	0.062694196	-0.192459917	0.31838831
BB_0026	BB_0026	NA	NA	NA	NA	NA	NA	NA	NA	TRUE	2841.68102	-0.019120266	0.900478065	-0.27227498	0.010723597	-0.213754226	0.045543758	-0.223726305	0.03386256	0.061388479	0.633085221
BB_D22	BB_D22	U	NA	NA	NA	NA	NA	up	NA	FALSE	53.3722892	-0.022573634	0.900478065	-0.147483051	0.549194374	-0.0044078	0.987568734	-0.033786612	0.702136831	0.106298154	0.575564225
BB_K21	BB_K21	NA	NA	NA	NA	NA	NA	NA	NA	TRUE	248.2911121	0.024816004	0.900478065	0.195094868	0.294482905	0.593546048	0.000699522	0.095328852	0.426420698	0.308143854	0.065481425
BB_0568	BB_0568	NA	NA	NA	NA	NA	NA	NA	NA	TRUE	3503.877414	0.017721054	0.90072646	-0.067220883	0.584085535	0.08246052	0.475253704	-0.07002681	0.499297785	0.141091457	0.183621388
BB_0668	BB_0668	CM	NA	NA	NA	NA	NA	NA	up	FALSE	8892.757681	0.012934759	0.90072646	-0.094289748	0.421883027	-0.139869803	0.176716777	-0.087249799	0.361969341	-0.039828466	0.755398099
BB_0759	BB_0759	CE	NA	NA	NA	NA	up	NA	NA	FALSE	487.7373494	0.023013928	0.90527334	0.203097238	0.21923975	0.148664791	0.398820943	0.115546363	0.34234538	-0.059074923	0.744815066
BB_0501	rpsK	NA	NA	NA	NA	NA	NA	NA	NA	TRUE	4910.147375	-0.015758581	0.906525109	-0.244674569	0.009014003	-0.553110542	2.00E-10	-0.203393386	0.030210803	-0.28780229	0.001629287
BB_0517	dnaJ	SR	NA	NA	NA	NA	NA	down	down	FALSE	717.345943	0.023575358	0.907108615	-0.195861188	0.401004814	0.033919389	0.919826677	-0.0962338	0.350451181	0.18663873	0.337078557
BB_0816	BB_0816	NA	NA	NA	NA	NA	NA	NA	NA	TRUE	4994.20788	-0.014915219	0.910076325	-0.068332833	0.491702155	0.052508527	0.589636352	-0.044632061	0.635600345	0.116741411	0.193943863
BB_0097	BB_0097	NA	NA	NA	NA	NA	NA	NA	NA	TRUE	2000.859796	-0.016103815	0.911481348	-0.15890017	0.129953619	-0.17213463	0.086253944	-0.123255969	0.223305321	-0.005522958	0.966512105
BB_0478	rplC	TL	NA	NA	NA	NA	NA	down	down	FALSE	12651.29194	0.007302494	0.911481348	-0.275238062	0.002970472	-0.947910183	2.39E-26	-0.283023524	0.00438045	-0.637413493	3.22E-12
BB_0716	mreC	NA	NA	NA	NA	NA	NA	NA	NA	TRUE	2075.685349	-0.013832573	0.911481348	-0.099417382	0.290830303	-0.328725722	2.99E-05	-0.072862725	0.414002762	-0.215371885	0.009804152
BB_M22	BB_M22	NA	NA	NA	NA	NA	NA	NA	NA	TRUE	101.4025558	-0.022358227	0.911481348	0.136352306	0.569215318	0.454062324	0.082059776	0.071485558	0.492278306	0.166210557	0.387555292
BB_G03	BB_G03	U	NA	NA	NA	NA	NA	up	up	FALSE	50.58976597	-0.020415987	0.914115996	0.348786934	0.17734172	0.47096366	0.126104779	0.151002302	0.15489634	0.008183958	0.97375188
BB_0332	BB_0332	NA	NA	NA	NA	NA	NA	NA	NA	TRUE	4268.286413	-0.013696377	0.9146936	-0.171217453	0.062240327	-0.152007834	0.092004037	-0.137454623	0.121973781	0.025095399	0.841581465
BB_L39	erpA8	NA	S	NA	NA	up	NA	NA	NA	FALSE	290.298677	0.005800297	0.9146936	0.052361439	0.54405491	0.153067291	0.45378573	0.008635758	0.685591854	0.003983733	0.966512105
BB_O02	BB_O02	U	NA	NA	NA	NA	NA	down	down	FALSE	69.65355535	-0.016031716	0.920186217	-0.450605265	0.112178697	-0.301510245	0.399249328	-0.087534795	0.194213767	0.106970821	0.521043244
BB_L31	BB_L31	NA	NA	NA	NA	up	NA	NA	NA	FALSE	192.0122124	-0.020986459	0.923060972	0.019265112	0.938726695	0.528757601	0.011407463	0.022716083	0.862639686	0.435081915	0.025890437
BB_0437	dnaA	NA	NA	NA	NA	NA	NA	NA	NA	TRUE	910.4504859	0.017407975	0.92327615	-0.033224765	0.8597789	-0.304220273	0.018282637	-0.036239341	0.77720041	-0.243447202	0.056703851
BB_0662	BB_0662	U	NA	NA	NA	NA	NA	NA	NA	TRUE	459.9398773	0.020037941	0.92327615	-0.153174525	0.399033514	0.033163178	0.881020273	-0.111932912	0.358063301	0.168246726	0.307492602
BB_0727	BB_0727	MT	NA	NA	NA	NA	down	down	down	FALSE	10176.17508	-0.01341174	0.92327615	-0.378699203	1.32E-05	-0.299790735	0.000453879	-0.349293107	0.000189742	0.079828596	0.43649909
BB_0154	secA	NA	NA	NA	NA	NA	NA	NA	NA	TRUE	33907.41785	0.010893377	0.924660622	-0.123149416	0.175097356	-0.24832645	0.001421182	-0.12007028	0.158999159	-0.119776456	0.17768787
BB_0557	BB_0557	NA	NA	NA	NA	NA	NA	NA	NA	TRUE	1198.797545	0.017279959	0.924660622	-0.219020145	0.108900021	-0.28573531	0.030026253	-0.195653612	0.100891219	-0.044248308	0.790698748
BB_P11	BB_P11	NA	NA	NA	NA	NA	NA	NA	NA	TRUE	66.38436642	0.018846916	0.924660622	0.254035136	0.304642195	0.260568577	0.40539902	0.073666092	0.415583666	-0.039033176	0.850802209
BB_S11	BB_S11	NA	NA	NA	NA	NA	NA	NA	NA	TRUE	66.29710916	0.018823063	0.924660622	0.253874598	0.304642195	0.254916994	0.416299281	0.073550456	0.415583666	-0.041727243	0.841581465
BB_L11	BB_L11	NA	NA	NA	NA	NA	NA	NA	NA	TRUE	66.29710916	0.018823063	0.924660622	0.253874598	0.304642195	0.254916994	0.416299281	0.073550456	0.415583666	-0.041727243	0.841581465
BB_0803	truB	TL	NA	NA	NA	NA	NA	down	down	FALSE	2670.827082	0.015749483	0.924722803	0.006562193	0.96472791	-0.297317922	0.007297131	-0.005617451	0.945246093	-0.285557359	0.009877732
BB_0829	BB_0829	NA	NA	NA	NA	NA	NA	NA	NA	TRUE	2852.459684	-0.01490968	0.925908722	-0.044551606	0.760364437	-0.181583704	0.113836908	-0.023424893	0.869355092	-0.121339405	0.307492602
BB_B12	BB_B12	CD	NA	NA	NA	up	down	down	down	FALSE	648.4533183	0.016826882	0.925908722	0.458900467	0.000674041	0.605399925	3.76E-06	0.408388473	0.0037137	0.107488873	0.457565093
BB_0190	infC	NA	NA	NA	NA	NA	NA	NA	NA	TRUE	7407.524685	-0.011790804	0.928577878	-0.219767612	0.016935968	-0.252764606	0.003634427	-0.182013167	0.042733707	-0.031591085	0.841581465
BB_0319	BB_0319	U	NA	NA	NA	NA	NA	NA	NA	TRUE	2428.077176	-0.016005242	0.932945961	0.310955025	0.007505775	0.17098161	0.161250357	0.301093728	0.010370051	-0.135459935	0.259052371
BB_E21	BB_E21	U	NA	NA	NA	NA	NA	up	up	FALSE	1911.851933	-0.015399946	0.932945961	0.184194031	0.17520993	0.98164621	1.52E-16	0.160606303	0.164984876	0.764345618	3.90E-10
BB_0628	BB_0628	NA	P	NA	NA	NA	NA	NA	NA	TRUE	1505.55153	-0.012089789	0.933593837	-0.220478395	0.022285017	0.053257166	0.622113898	-0.184010465	0.050923391	0.267915724	0.00354138
BB_0810	mviN	NA	NA	NA	NA	NA	NA	NA	NA	TRUE	1215.665713	-0.014110676	0.934801867	-0.322202464	0.006550582	-0.607042584	8.82E-08	-0.274808807	0.020323758	-0.242581418	0.040148522
BB_0037	BB_0037	NA	NA	NA	NA	NA	NA	NA	NA	TRUE	2245.081155	-0.010702866	0.937442359	-0.0275847	0.820791455	-0.029342355	0.775880355	-0.013305543	0.900526597	-0.001212385	0.995079638
BB_0202	BB_0202	NA	NA	NA	NA	NA	NA	NA	NA	TRUE	2077.041614	0.013169209	0.937442359	-0.073304964	0.577757293	0.188818105	0.089128743	-0.068131841	0.526644817	0.249407505	0.019497056
BB_S15	BB_S15	NA	NA	NA	NA	NA	NA	NA	NA	TRUE	114.6680852	0.012011606	0.937442359	0.146328277	0.499955107	0.512612736	0.176864506	0.030830141	0.61815945	0.068927338	0.669522298
BB_E29	BB_E29	NA	NA	NA	NA	NA	NA	NA	NA	TRUE	97.29027069	0.016291815	0.938965276	0.423894566	0.099923167	0.6151007	0.032910436	0.156843573	0.165856297	0.047149839	0.831225097
BB_0178	gidA	NA	NA	NA	NA	NA	NA	NA	NA	TRUE	11053.00143	0.003367606	0.939388954	-0.173154957	0.060757551	-0.344270713	7.84E-05	-0.172696885	0.063829846	-0.145469576	0.123658394
BB_0255	BB_0255	PD	NA	NA	NA	NA	NA	down	NA	FALSE	2340.235349	-0.013727285	0.939388954	0.254021174	0.044292129	0.262424056	0.033804544	0.234130103	0.048808842	-0.002684897	0.980792206
BB_0502	rpoA	NA	NA	NA	NA	NA	NA	NA	NA	TRUE	12711.09276	0.009859717	0.939388954	-0.112551539	0.186950309	-0.400935269	2.38E-08	-0.109526823	0.179309794	-0.272841834	0.000212143
BB_0532	BB_0532	NA	NA	NA	NA	NA	NA	NA	NA	TRUE	1348.456771	-0.013901622	0.939602956	-0.100420156	0.508156539	0.080323716	0.604986313	-0.058881982	0.620276058	0.168189952	0.214843989
BB_0585	murD	CD	NA	NA	NA	NA	NA	NA	down	FALSE	1282.375291	-0.010343373	0.941512634	0.061333239	0.635311514	-0.213313493	0.039997131	0.057948053	0.587545589	-0.261318297	0.010396909
BB_0611	clpP	PD	NA	NA	NA	NA	down	down	down	FALSE	3976.918318	-0.011189768	0.941512634	-0.270424866	0.003916731	-0.741239527	2.45E-17	-0.235148987	0.013105966	-0.45115712	7.74E-07
BB_N15	BB_N15	NA	NA	NA	NA	NA	NA	NA	NA	TRUE	121.1894746	-0.014476771	0.941512634	0.547205525	0.050698732	0.378864796	0.207409398	0.431970771	0.053553108	-0.116613004	0.546555298
BB_0471	BB_0471	NA	NA	NA	NA	NA	NA	NA	NA	TRUE	1096.88524	0.012395042	0.942381153	0.059354043	0.669625998	-0.464918889	1.31E-05	0.03454701	0.775508166	-0.514048328	2.02E-06
BB_0761	BB_0761	PD	NA	NA	NA	NA	up	NA	NA	FALSE	423.670291	-0.014551334	0.942381153	-0.081146877	0.675020821	0.247009606	0.148770533	-0.037004674	0.782254784	0.297344595	0.057570615
BB_R29	BB_R29	U	NA	NA	NA	up	down	NA	down	FALSE	72.01782929	-0.012921067	0.943318299	0.268946132	0.283561411	0.37721625	0.247605344	0.091260878	0.261784416	-0.003757341	0.98780188
BB_0358	BB_0358	NA	NA	NA	NA	down	NA	NA	NA	FALSE	1341.6568	0.010350878	0.950592532	-0.239418	0.025023908	0.124973884	0.265158366	-0.228451335	0.031194908	0.365525892	0.000393378
BB_R43	BB_R43	NA	NA	NA	up-nymphs	NA	NA	NA	NA	TRUE	42.04375038	-0.011908763	0.950592532	0.106318296	0.673244784	0.243064914	0.467548427	0.040145416	0.625173012	0.034964277	0.863095152
BB_J02a	BB_J02a	NA	NA	NA	NA	NA	NA	NA	NA	TRUE	45.73623178	0.010092726	0.950592532	0.113052888	0.630916747	0.231231525	0.526653533	0.02504715	0.72647475	0.011667607	0.954236482
BB_0556	BB_0556	NA	NA	NA	NA	NA	NA	NA	NA	TRUE	158.6450171	0.013450789	0.952433548	0.374038422	0.051987849	0.206894723	0.327670856	0.262061489	0.091064619	-0.147099321	0.407421365
BB_0167	BB_0167	NA	NA	NA	NA	NA	NA	NA	NA	TRUE	652.7593004	0.010952839	0.953271285	0.151507	0.28632396	0.222122664	0.094158779	0.102773811	0.367430498	0.051170835	0.750203713
BB_0257	BB_0257	NA	NA	NA	NA	NA	NA	NA	NA	TRUE	3325.731771	-0.009800256	0.953271285	0.014642756	0.929284757	0.229055617	0.034648908	0.02041901	0.878707663	0.199995404	0.068667276
BB_0705	rnc	NA	NA	NA	NA	NA	NA	NA	NA	TRUE	2936.421353	0.007808483	0.953271285	-0.093648066	0.340336971	0.01152355	0.914698318	-0.088163786	0.328834419	0.102321395	0.272069604
BB_0800	BB_0800	NA	NA	NA	NA	NA	NA	NA	NA	TRUE	12241.41433	-0.007482774	0.953271285	-0.159465854	0.052914501	-0.61590789	5.84E-18	-0.135726355	0.093190705	-0.448581851	1.43E-09
BB_P21	BB_P21	NA	NA	NA	NA	NA	NA	NA	NA	TRUE	47.69941507	0.012200939	0.953271285	0.420859318	0.110652755	-0.402370097	0.196690565	0.146140397	0.170020812	-0.954246188	0.002864923
BB_L21	BB_L21	NA	NA	NA	NA	NA	NA	NA	NA	TRUE	47.69941507	0.012200939	0.953271285	0.420859318	0.110652755	-0.402370097	0.196690565	0.146140397	0.170020812	-0.954246188	0.002864923
BB_0587	metG	NA	NA	NA	NA	NA	NA	NA	NA	TRUE	2132.14075	0.009661648	0.953335762	-0.257557311	0.018775753	-0.369843561	0.000363639	-0.241312247	0.024934067	-0.091193028	0.451185172
BB_0195	BB_0195	NA	NA	NA	NA	NA	NA	NA	NA	TRUE	6487.513905	0.006904211	0.95673648	-0.175310468	0.024723429	-0.081469153	0.320931896	-0.168468397	0.031793204	0.094032853	0.261160472
BB_0583	BB_0583	NA	NA	NA	NA	NA	NA	NA	NA	TRUE	1718.456586	0.010054713	0.95673648	0.200293454	0.144814149	0.094112667	0.52816906	0.143953017	0.211338641	-0.103471739	0.457933552
BB_0735	BB_0735	NA	NA	NA	NA	NA	NA	NA	NA	TRUE	6530.665481	0.007868399	0.957790121	-0.200008553	0.037895772	-0.334192708	0.000156892	-0.185124148	0.046462686	-0.118170522	0.235221947
BB_O04	BB_O04	U	NA	NA	NA	NA	NA	down	down	FALSE	69.39537762	0.010170813	0.957790121	0.251361343	0.313736863	-0.172014327	0.615634441	0.069911244	0.392259757	-0.35768962	0.10885248
BB_0618	cdd	NA	NA	NA	NA	NA	NA	NA	NA	TRUE	640.883343	-0.00966559	0.958005922	-0.11846128	0.430449976	0.188293492	0.181045485	-0.073912252	0.525785536	0.291638577	0.026770523
BB_0688	mvk	MT	NA	NA	NA	NA	NA	down	NA	FALSE	869.0409999	-0.009542018	0.958005922	-0.04975129	0.760364437	-0.213624833	0.099902219	-0.026789203	0.840418169	-0.141475324	0.277117151
BB_S34	BB_S34	U	NA	NA	NA	up	NA	down	down	FALSE	207.6235622	0.011544176	0.958005922	0.232515966	0.220571588	1.092489428	2.20E-09	0.130347603	0.292901911	0.769712779	3.21E-05
BB_0786	BB_0786	NA	NA	NA	NA	NA	NA	NA	NA	TRUE	6690.53653	0.006929065	0.962093198	-0.184985058	0.063924181	-0.100445881	0.329586339	-0.169476271	0.074004967	0.083682877	0.434588902
BB_0584	BB_0584	NA	NA	NA	NA	NA	NA	NA	NA	TRUE	1353.653554	-0.008316683	0.966833925	0.263449284	0.076085947	-0.103476758	0.531809219	0.223125975	0.087396071	-0.356463426	0.010785865
BB_0136	BB_0136	NA	NA	NA	NA	NA	NA	NA	NA	TRUE	1140.524789	-0.007260384	0.971302061	-0.007873173	0.942405984	0.153046725	0.216662661	-0.002402266	0.978427826	0.150504737	0.222884686
BB_0560	BB_0560	SR	NA	NA	NA	NA	NA	NA	down	FALSE	13411.03081	-0.005326088	0.971302061	-0.244834161	0.004369497	-0.002391856	0.975735425	-0.220636658	0.012543106	0.2378251	0.004711974
BB_0801	BB_0801	TL	NA	NA	NA	NA	NA	down	down	FALSE	30383.81846	0.007776171	0.971302061	-0.123213774	0.143760116	-0.691391248	3.63E-23	-0.113549947	0.157258287	-0.559845145	4.28E-15
BB_R35	BB_R35	NA	NA	NA	NA	NA	NA	NA	NA	TRUE	91.15401067	-0.008941206	0.971302061	0.197098496	0.401004814	-0.037590973	0.906998983	0.084997382	0.402113433	-0.185776363	0.337595459
BB_0145	BB_0145	TP	NA	NA	NA	NA	down	down	down	FALSE	1480.076008	-0.006103441	0.973788123	-0.067215826	0.575750869	0.198372689	0.041630343	-0.050599703	0.636350439	0.25361729	0.007969175
BB_0197	BB_0197	NA	NA	NA	NA	NA	NA	NA	NA	TRUE	1248.701185	-0.006388004	0.973788123	-0.022403342	0.900098065	0.049284241	0.738676759	-0.011462516	0.924170063	0.066219405	0.652431097
BB_0223	BB_0223	NA	NA	NA	NA	NA	NA	NA	NA	TRUE	71.61499674	0.007260567	0.973788123	0.01937734	0.942405984	0.241462949	0.471345456	0.001653397	0.976882678	0.099860195	0.594449075
BB_0335	BB_0335	NA	NA	NA	NA	NA	NA	NA	NA	TRUE	2339.233916	-0.000277928	0.973788123	-0.085146188	0.484629645	-0.303839254	0.002315616	-0.072443695	0.487586304	-0.201114922	0.054001951
BB_0473	BB_0473	NA	NA	NA	NA	NA	NA	NA	NA	TRUE	666.8011435	0.00721085	0.973788123	0.27364866	0.032464388	0.10282181	0.467548427	0.226907625	0.057161244	-0.163012503	0.207098871
BB_R04	BB_R04	U	NA	NA	down-DMCs	NA	down	down	down	FALSE	45.1883564	0.006496221	0.973788123	0.129437923	0.577757293	0.48333197	0.188043209	0.0313143	0.636350439	0.085366935	0.613061242
BB_O26	BB_O26	NA	NA	NA	NA	NA	NA	NA	NA	TRUE	42.95239263	0.005722532	0.973788123	0.183537767	0.422989285	0.389850359	0.274850824	0.045963226	0.499657356	0.02556881	0.891568354
BB_L20	BB_L20	U	NA	NA	NA	up	down	down	down	FALSE	203.8276019	-0.007574349	0.973788123	0.223552752	0.301156291	-0.042932189	0.878029852	0.120711511	0.306532407	-0.23064144	0.222884686
BB_U05	BB_U05	NA	NA	NA	NA	up	NA	NA	NA	FALSE	403.7121457	-0.007557237	0.973788123	0.389016293	0.13912394	1.222680564	0.000178662	0.144098446	0.155113433	0.418186676	0.080341152
BB_J19	BB_J19	NA	NA	NA	down-DMCs	up	NA	NA	NA	FALSE	308.6967938	0.007690432	0.973788123	1.027723638	1.88E-06	1.507915064	5.83E-13	1.001137143	2.16E-05	0.341121014	0.068667276
BB_N03	BB_N03	U	NA	NA	NA	NA	down	down	down	FALSE	73.66087102	0.007053127	0.974908838	-0.032043894	0.915589446	-0.052530882	0.885408812	-0.014519059	0.885488012	-0.001313685	0.995079638
BB_0351	BB_0351	NA	NA	NA	NA	NA	NA	NA	NA	TRUE	4273.031134	-0.004786139	0.975516261	-0.175638143	0.048564569	-0.176792718	0.039018098	-0.151127987	0.07882016	0.005129931	0.971471734
BB_N21	BB_N21	U	NA	NA	NA	NA	down	down	down	FALSE	60.68603249	-0.005492033	0.975516261	0.099722427	0.681317847	0.056863551	0.884435394	0.031841272	0.674480195	-0.045266987	0.818878493
BB_0086	BB_0086	MT	NA	NA	NA	NA	down	NA	NA	FALSE	2360.969699	0.004328985	0.976035785	-0.092225189	0.356356116	-0.073907775	0.448875266	-0.08250508	0.368184023	0.019286029	0.868686373
BB_U11	BB_U11	NA	NA	NA	NA	NA	NA	NA	NA	TRUE	144.7393788	0.005203779	0.976035785	0.092959855	0.699105315	-0.079780178	0.832183802	0.021855003	0.764647751	-0.098829215	0.54651718
BB_0033	smpB	TL	NA	NA	NA	NA	NA	NA	up	FALSE	230.8089857	0.005852555	0.976364341	-0.149305225	0.476467277	0.44739234	0.031258401	-0.080052204	0.491716467	0.592922953	0.003200322
BB_0189	rpmI	NA	NA	NA	NA	NA	NA	NA	NA	TRUE	641.2760726	0.006107022	0.976364341	-0.13116579	0.41538652	-0.1291094	0.438502551	-0.093692305	0.426420698	0.013827153	0.944108471
BB_0252	BB_0252	TP	NA	NA	NA	NA	NA	down	down	FALSE	2957.194768	0.004391506	0.976364341	-0.262587451	0.021913939	-0.60721798	1.29E-08	-0.236215947	0.032618296	-0.306451835	0.005242029
BB_0432	BB_0432	NA	NA	NA	NA	NA	NA	NA	NA	TRUE	182.7317318	-0.005447955	0.976364341	-0.213304829	0.32518756	0.028550942	0.920215734	-0.098860491	0.382692529	0.207379733	0.267669197
BB_P33	BB_P33	CD	NA	NA	NA	NA	up	up	NA	FALSE	229.4895446	-0.005660157	0.976364341	0.121368007	0.585733308	-0.160891621	0.509378389	0.062377927	0.589275571	-0.235192859	0.209324314
BB_P39	erpB1	NA	S	NA	up-nymphs	up	NA	NA	NA	FALSE	2123.245705	-0.004999877	0.976364341	0.486223449	0.000811704	0.900460853	1.34E-10	0.467099214	0.002304582	0.34583774	0.013915809
BB_S33	BB_S33	U	NA	NA	NA	up	down	NA	NA	FALSE	306.6519973	0.005767715	0.976364341	0.410340629	0.014324312	1.782146132	5.66E-29	0.3507572	0.028754911	1.302831098	1.31E-15
BB_M30	BB_M30	NA	NA	NA	NA	NA	NA	NA	NA	TRUE	206.0647525	0.006053208	0.976364341	0.537903311	0.016111352	1.546255334	8.39E-12	0.449264283	0.031353519	0.848835948	0.00014382
BB_L40	erpB8	NA	S	NA	NA	up	NA	NA	NA	FALSE	2122.83437	-0.004841693	0.976364341	0.486166332	0.000811704	0.900655633	1.33E-10	0.46673846	0.002304582	0.34609546	0.013874106
BB_K42a	BB_K42a	NA	NA	NA	NA	NA	NA	NA	NA	TRUE	52.89161117	0.004550776	0.976364341	0.222608332	0.345876022	0.799618362	0.04256269	0.054664753	0.402113433	0.120832712	0.461187497
BB_0659	lysS	NA	NA	NA	NA	NA	NA	NA	NA	TRUE	6730.202111	-0.002945443	0.979615338	-0.269210464	0.001077082	-0.124167399	0.149868953	-0.250347482	0.003717411	0.142970896	0.09858484
BB_B23	BB_B23	TP	NA	NA	NA	NA	NA	down	NA	FALSE	827.5344225	-0.003774928	0.979615338	0.131091559	0.352212374	-0.035073891	0.821053493	0.104235209	0.370028359	-0.15624457	0.231217138
BB_O15	BB_O15	U	NA	NA	NA	NA	NA	NA	NA	TRUE	118.2521462	0.004539305	0.979615338	0.444484748	0.099923167	0.238053864	0.451368422	0.159927149	0.137826885	-0.149542679	0.430705433
BB_0525	BB_0525	NA	NA	NA	NA	NA	NA	NA	NA	TRUE	649.3500211	0.004126527	0.979753399	-0.206737697	0.119745271	0.002947255	0.982900518	-0.171605962	0.142413208	0.199497011	0.116653777
BB_M42	BB_M42	NA	NA	NA	NA	NA	NA	NA	NA	TRUE	138.1099667	-0.00350714	0.982124747	0.567338808	0.044292129	0.916023855	0.0027852	0.392696244	0.059544177	0.109233208	0.577868375
BB_0067	BB_0067	PD	NA	NA	NA	NA	down	down	down	FALSE	22920.17213	-0.001967194	0.984647177	-0.313641328	1.63E-05	-0.389020769	7.47E-08	-0.303455355	0.000131221	-0.054615482	0.559484777
BB_0112	rplI	NA	NA	NA	NA	NA	NA	NA	NA	TRUE	3504.605172	-0.002141592	0.984647177	-0.163438819	0.056640633	-0.211148208	0.007835716	-0.144796377	0.084759199	-0.0404983	0.702620704
BB_0182	flgL	NA	NA	NA	NA	NA	NA	NA	NA	TRUE	6340.612682	-0.001850982	0.984647177	-0.048329407	0.580819723	0.064737191	0.408742377	-0.040940627	0.625173012	0.109849747	0.145461351
BB_0368	BB_0368	NA	NA	NA	NA	NA	NA	NA	NA	TRUE	3315.925995	0.001236204	0.985006929	-0.121973859	0.233713771	-0.056777196	0.60145421	-0.109612519	0.257677282	0.06517932	0.556685111
BB_0531	BB_0531	U	NA	NA	NA	NA	NA	down	down	FALSE	192.3839454	0.003305646	0.985006929	-0.157168783	0.399033514	-0.176136439	0.370853942	-0.096347944	0.420716618	0.002809013	0.995079638
BB_0314	BB_0314	NA	NA	NA	NA	NA	NA	NA	NA	TRUE	279.6416452	-0.002733991	0.985384608	-0.050599039	0.835606624	0.313614772	0.141260835	-0.022576263	0.862639686	0.308036385	0.096780391
BB_0601	glyA	NA	NA	NA	NA	NA	NA	NA	NA	TRUE	5238.085058	0.000823063	0.985384608	-0.142527544	0.09817595	-0.035310374	0.719038188	-0.128665414	0.121352447	0.106595516	0.228957227
BB_P06	BB_P06	NA	NA	NA	NA	NA	NA	NA	NA	TRUE	68.38367221	-0.002780595	0.985384608	0.23731889	0.328031895	0.168348325	0.59098682	0.089456275	0.357207005	-0.075844128	0.707745081
BB_S06	BB_S06	NA	NA	NA	NA	NA	NA	NA	NA	TRUE	68.38367221	-0.002780595	0.985384608	0.23731889	0.328031895	0.168348325	0.59098682	0.089456275	0.357207005	-0.075844128	0.707745081
BB_L06	BB_L06	NA	NA	NA	NA	NA	NA	NA	NA	TRUE	68.38367221	-0.002780595	0.985384608	0.23731889	0.328031895	0.168348325	0.59098682	0.089456275	0.357207005	-0.075844128	0.707745081
BB_F03	BB_F03	NA	NA	NA	NA	NA	NA	NA	NA	TRUE	687.7806645	0.001727469	0.986219371	0.404380024	0.011344841	0.662625237	2.01E-05	0.354600946	0.022999757	0.186663316	0.230449886
BB_0054	BB_0054	NA	NA	NA	NA	NA	NA	NA	NA	TRUE	2042.303201	0.00015141	0.99497841	-0.23140835	0.04578526	-0.493187378	3.78E-06	-0.20046323	0.068168941	-0.229746483	0.039891155
BB_P04	BB_P04	NA	NA	NA	NA	NA	NA	NA	NA	TRUE	45.3337443	-0.000527234	0.99497841	0.044616403	0.87386708	0.077861504	0.836433919	0.013525794	0.873179079	0.001744573	0.995079638
BB_L04	BB_L04	NA	NA	NA	NA	NA	NA	NA	NA	TRUE	45.3337443	-0.000527234	0.99497841	0.044616403	0.87386708	0.077861504	0.836433919	0.013525794	0.873179079	0.001744573	0.995079638
BB_0045	BB_0045	NA	NA	NA	up-nymphs	NA	NA	NA	NA	TRUE	1026.954308	-0.000482927	0.995069317	0.152482685	0.19021435	0.15915819	0.154854063	0.126267092	0.222758221	-0.000733545	0.996112922
BB_0308	BB_0308	NA	NA	NA	NA	NA	NA	NA	NA	TRUE	155.4130869	-0.000592166	0.996159622	-0.116072791	0.609823645	0.0015252	0.991424418	-0.054000998	0.632346702	0.099836676	0.614692899
BB_0138	BB_0138	NA	NA	NA	NA	NA	NA	NA	NA	TRUE	7.964276044	0.065290729	NA	0.164860424	0.261356049	0.282450478	0.383877571	0.004092802	NA	-0.02495116	NA
BB_0156	BB_0156	NA	NA	NA	NA	NA	NA	NA	NA	TRUE	39.9239854	-0.016810717	NA	-0.120261854	0.609823645	0.219484265	0.550614397	-0.023043411	NA	0.197357456	0.241860937
BB_0274	fliQ	NA	NA	NA	up-DMCs	NA	NA	NA	NA	TRUE	14.37021225	-0.021013879	NA	-0.015675799	0.941261337	-0.247762921	0.490754518	0.006543072	NA	-0.066244563	NA
BB_0305	BB_0305	U	NA	NA	NA	NA	NA	NA	up	FALSE	41.85694714	-0.177480032	NA	-0.126316693	0.607563134	-1.049835903	0.006282772	0.040463906	NA	-0.480110314	0.064544451
